Wall time,Step,Value
1765996251.2383094,362496,2335.895263671875
1765996254.964453,364544,2328.43212890625
1765996260.2803376,366592,2353.104736328125
1765996265.294404,368640,2335.324462890625
1765996269.2386427,370688,2327.65771484375
1765996272.7729847,372736,2337.00634765625
1765996276.1190243,374784,2343.470947265625
1765996279.426353,376832,2364.784912109375
1765996282.8706112,378880,2396.08642578125
1765996287.1690402,380928,2424.939208984375
1765996290.4380062,382976,2444.266845703125
1765996294.1242068,385024,2480.97705078125
1765996298.2797935,387072,2458.305419921875
1765996302.3790667,389120,2462.829833984375
1765996305.7868674,391168,2455.04931640625
1765996309.8206005,393216,2478.55908203125
1765996313.5180905,395264,2497.93896484375
1765996318.3702755,397312,2492.5673828125
1765996321.6922584,399360,2531.35888671875
1765996325.259722,401408,2519.97021484375
1765996328.9242716,403456,2530.79541015625
1765996333.5019314,405504,2529.77294921875
1765996340.320007,407552,2539.116943359375
1765996349.7136924,409600,2568.29541015625
1765996357.3521454,411648,2575.048095703125
1765996361.728802,413696,2594.021240234375
1765996364.5430634,415744,2597.814453125
1765996368.4167964,417792,2606.750244140625
1765996372.2370665,419840,2644.12353515625
1765996376.761163,421888,2666.90771484375
1765996380.5127432,423936,2668.917236328125
1765996384.0677667,425984,2633.084716796875
1765996387.4281223,428032,2662.624755859375
1765996391.546977,430080,2730.28369140625
1765996394.9188895,432128,2719.837158203125
1765996397.9881523,434176,2729.2041015625
1765996401.3769364,436224,2783.510009765625
1765996404.637968,438272,2828.90966796875
1765996408.2883966,440320,2861.843017578125
1765996411.79685,442368,2824.27001953125
1765996415.3098197,444416,2883.491943359375
1765996418.6674352,446464,2883.957275390625
1765996422.0898907,448512,2892.85791015625
1765996425.2667246,450560,2903.0927734375
1765996428.386963,452608,2924.766357421875
1765996432.5581968,454656,2949.484130859375
1765996435.5770826,456704,3015.752197265625
1765996438.796733,458752,3021.263671875
1765996442.0778003,460800,3003.78466796875
1765996445.050874,462848,2987.632568359375
1765996448.4619977,464896,2992.436279296875
1765996451.856829,466944,2924.350341796875
1765996455.2982047,468992,2972.82470703125
1765996459.2899053,471040,2942.3232421875
1765996462.5892515,473088,2896.308837890625
1765996465.7971036,475136,2898.517578125
1765996469.4679394,477184,2903.527587890625
1765996473.8631694,479232,2839.816650390625
1765996477.4392915,481280,2869.590576171875
1765996480.6940284,483328,2881.6015625
1765996484.0538218,485376,2887.2041015625
1765996487.7079425,487424,2859.2216796875
1765996490.992298,489472,2868.7275390625
1765996494.167901,491520,2871.1171875
1765996497.4111888,493568,2919.0576171875
1765996500.7635312,495616,2927.83935546875
1765996503.9268641,497664,2966.1669921875
1765996507.1103761,499712,2976.7607421875
1765996510.4338233,501760,2974.03466796875
1765996514.3831062,503808,2976.660400390625
1765996518.1682096,505856,2940.2373046875
1765996521.2236726,507904,2781.10400390625
1765996524.8668733,509952,2784.434326171875
1765996527.852352,512000,2737.7373046875
1765996531.306978,514048,2733.61474609375
1765996535.055996,516096,2701.337158203125
1765996538.071122,518144,2680.818115234375
1765996541.768208,520192,2706.731201171875
1765996545.738007,522240,2683.0078125
1765996548.5983763,524288,2682.475830078125
1765996553.0869477,526336,2707.1552734375
1765996555.777934,528384,2686.532470703125
1765996559.3482213,530432,2710.61279296875
1765996562.7896686,532480,2748.9609375
1765996565.9980834,534528,2788.3427734375
1765996569.5000846,536576,2764.14208984375
1765996572.7180681,538624,2725.702880859375
1765996576.4622972,540672,2788.285888671875
1765996579.5879722,542720,2759.771240234375
1765996583.2977722,544768,2748.318359375
1765996587.208265,546816,2757.1279296875
1765996590.2200754,548864,2720.078369140625
1765996593.5569844,550912,2743.56787109375
1765996596.9469953,552960,2731.923828125
1765996600.7482066,555008,2735.714111328125
1765996603.758805,557056,2671.72216796875
1765996607.0943408,559104,2666.382080078125
1765996610.400041,561152,2685.1357421875
1765996615.3771005,563200,2694.185546875
1765996619.8556135,565248,2666.635986328125
1765996623.337024,567296,2704.286865234375
1765996627.9417613,569344,2691.294677734375
1765996631.008187,571392,2741.382568359375
1765996634.2663507,573440,2775.6396484375
1765996637.5170949,575488,2821.050048828125
1765996640.5671506,577536,2867.12158203125
1765996643.738341,579584,2827.582763671875
1765996646.638244,581632,2847.375732421875
1765996649.9816346,583680,2810.75537109375
1765996653.2871764,585728,2809.3076171875
1765996656.7416642,587776,2761.085205078125
1765996659.6978354,589824,2717.7197265625
1765996662.6971931,591872,2705.712158203125
1765996665.928197,593920,2686.29345703125
1765996668.946898,595968,2679.99658203125
1765996672.2384012,598016,2580.3076171875
1765996675.7581568,600064,2582.0087890625
